region,population,area,cases1,deaths1,cases2,deaths2,cases3,deaths3,cases4,deaths4,cases5,deaths5,cases6,deaths6,cases7,deaths7,cases8,deaths8,cases9,deaths9,cases10,deaths10,cases11,deaths11,cases12,deaths12,cases13,deaths13,cases14,deaths14,cases15,deaths15,cases16,deaths16,cases17,deaths17,cases18,deaths18,cases19,deaths19,cases20,deaths20,cases21,deaths21,cases22,deaths22,cases23,deaths23,cases24,deaths24,cases25,deaths25,cases26,deaths26,cases27,deaths27,cases28,deaths28,cases29,deaths29,cases30,deaths30,cases31,deaths31,cases32,deaths32,cases33,deaths33,cases34,deaths34,cases35,deaths35,cases36,deaths36,cases37,deaths37,cases38,deaths38,cases39,deaths39,cases40,deaths40,cases41,deaths41,cases42,deaths42,cases43,deaths43,cases44,deaths44,cases45,deaths45,cases46,deaths46,cases47,deaths47,cases48,deaths48,cases49,deaths49,cases50,deaths50,cases51,deaths51,cases52,deaths52,cases53,deaths53,cases54,deaths54,cases55,deaths55,cases56,deaths56,cases57,deaths57,cases58,deaths58,cases59,deaths59,cases60,deaths60,cases61,deaths61,cases62,deaths62,cases63,deaths63,cases64,deaths64,cases65,deaths65,cases66,deaths66,cases67,deaths67,cases68,deaths68,cases69,deaths69,cases70,deaths70,cases71,deaths71,cases72,deaths72,cases73,deaths73,cases74,deaths74,cases75,deaths75,cases76,deaths76,cases77,deaths77,cases78,deaths78,cases79,deaths79,cases80,deaths80,cases81,deaths81,cases82,deaths82,cases83,deaths83,cases84,deaths84,cases85,deaths85,cases86,deaths86,cases87,deaths87,cases88,deaths88,cases89,deaths89,cases90,deaths90,cases91,deaths91,cases92,deaths92,cases93,deaths93,cases94,deaths94,cases95,deaths95,cases96,deaths96,cases97,deaths97,cases98,deaths98,cases99,deaths99,cases100,deaths100,cases101,deaths101,cases102,deaths102,cases103,deaths103,cases104,deaths104
Panama,4314767,74340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,11,1,27,1,36,1,43,1,55,1,69,1,86,1,109,1,137,1,200,1,313,3,345,6,345,6,443,8,558,8,674,9,786,14,901,17,989,24,1181,30,1181,30,1317,32,1475,37,1673,41,1801,46,1988,54,2100,55,2249,59,2528,63,2752,66,2974,74,3234,79,3400,87,3472,94,3574,95,3751,103,4016,109,4210,116,4273,120,4467,126,4658,136,4821,141,5166,146,5338,154,5538,159,5779,165,6021,167,6021,167,6378,178,6532,188,6720,192,7090,197,7090,197,7197,200
Papua New Guinea,8947024,452860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,7,0,7,0,7,0,7,0,7,0,7,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
Paraguay,7132538,397300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,5,0,6,0,6,0,6,0,8,0,9,0,11,0,11,0,13,0,18,1,22,1,22,1,27,2,37,3,41,3,52,3,56,3,59,3,64,3,65,3,69,3,77,3,92,3,96,3,104,3,113,5,115,5,119,5,124,5,129,6,133,6,134,6,147,6,159,7,161,8,174,8,199,8,202,8,206,8,208,8,208,8,213,9,213,9,223,9,228,9,228,9,228,9,239,9,239,9,266,10,333,10,370,10,396,10,415,10
Peru,32971854,1280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,7,0,11,0,11,0,15,0,28,0,38,0,43,0,86,0,117,0,145,0,234,0,234,3,318,5,363,5,395,5,416,7,480,9,580,9,635,11,671,16,852,18,950,24,1065,30,1323,38,1414,55,1595,61,1746,73,2281,83,2561,92,2954,107,4342,121,5256,138,5897,169,6848,181,7519,193,9784,216,10303,230,11475,254,12491,274,13489,300,14420,348,15628,400,16325,445,17837,484,19250,530,20914,572,21648,634,25331,700,27517,728,28699,782,31190,854,33931,943,36976,1051,40459,1124,42534,1200,45928,1286,47372,1344
Philippines,109581078,298170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,2,1,2,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,5,1,6,1,10,1,20,1,33,1,49,1,52,2,64,5,111,8,140,11,142,12,187,12,202,19,217,17,230,18,307,19,380,25,462,33,552,35,636,38,707,45,803,54,1075,68,1418,71,1546,78,2084,88,2311,96,2633,107,3018,136,3094,144,3246,152,3660,163,3764,177,3870,182,4076,203,4195,221,4428,247,4648,297,4932,315,5223,335,5453,349,5660,362,5878,387,6087,397,6259,409,6459,428,6599,437,6710,446,6981,462,7192,477,7294,494,7579,501,7777,511,7958,530,8212,558,8488,568,8772,579,8928,603,9223,607,9485,623
Poland,37846611,306230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,5,0,11,0,16,0,22,0,31,0,49,1,68,2,103,3,119,3,177,4,238,5,251,5,355,5,425,5,536,5,634,7,749,8,901,10,1051,14,1221,16,1389,16,1638,18,1862,22,2055,31,2311,33,2554,43,2946,57,3383,71,3627,79,4102,94,4413,107,4848,129,5205,159,5575,174,5955,181,6356,208,6674,232,6934,245,7202,263,7582,286,7918,314,8379,332,8742,347,9287,360,9593,380,9856,401,10169,426,10511,454,10892,494,11273,524,11617,535,11902,562,12218,596,12640,624,12877,644,13105,651,13375,664,13693,678,14006,698
Portugal,10196709,91590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,8,0,13,0,20,0,30,0,30,0,41,0,59,0,59,0,112,0,169,0,245,0,331,0,448,1,448,2,785,3,1020,6,1280,12,1600,14,2060,23,2362,33,2995,43,3544,60,4268,76,5170,100,5962,119,6408,140,7443,160,8251,187,9034,209,9886,246,10524,266,11278,295,11730,311,12442,345,13141,380,13956,409,15472,435,15987,470,16585,504,16934,535,17448,567,18091,599,18841,629,19022,657,19685,687,20206,714,20863,735,21379,762,21982,785,22353,820,22797,854,23392,880,23864,903,24027,928,24322,948,24505,973,25045,989,25351,1007,25190,1023,25282,1043,25524,1063
Qatar,2881053,11610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,7,0,8,0,8,0,8,0,8,0,15,0,18,0,24,0,262,0,262,0,320,0,337,0,401,0,439,0,439,0,452,0,460,0,470,0,481,0,494,0,501,0,526,0,537,0,549,0,562,0,590,1,634,1,693,1,781,2,835,2,949,3,1075,3,1325,3,1604,4,1832,4,2057,6,2210,6,2376,6,2512,6,2728,6,2979,7,3231,7,3428,7,3711,7,4103,7,4663,7,5008,8,5448,8,6015,9,6533,9,7141,10,7764,10,8525,10,9358,10,10287,10,11244,10,11921,10,12564,10,13409,10,14096,12,14872,12,15551,12,16191,12
Romania,19237691,230170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,3,0,3,0,3,0,3,0,4,0,6,0,9,0,9,0,15,0,15,0,25,0,45,0,49,0,89,0,123,0,131,0,158,0,184,0,260,0,277,0,308,0,367,0,433,3,576,7,794,11,906,17,1029,23,1292,26,1452,37,1815,43,2109,65,2245,82,2460,92,2738,115,3183,133,3613,146,3864,151,4057,176,4417,197,4761,220,5202,248,5467,270,5990,291,6300,316,6633,331,6879,351,7216,372,7707,392,8067,411,8418,421,8746,451,8936,478,9242,498,9710,524,10096,545,10417,567,10635,601,11036,619,11339,641,11616,663,11978,693,12240,717,12567,744,12732,771,13163,790,13512,818
Russia,145934462,16376870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,4,0,13,0,13,0,17,0,17,0,20,0,20,0,28,0,45,0,59,0,63,0,90,0,114,0,147,0,199,1,253,1,306,1,367,1,438,1,495,1,658,3,840,3,1036,4,1264,4,1534,8,1836,9,2337,17,2777,24,3548,30,4149,34,4731,43,5389,45,6343,47,7497,58,8672,63,10131,76,11917,94,13584,106,15770,130,18328,148,21102,170,24490,198,27938,232,32008,273,36793,313,42853,361,47121,405,52763,456,57999,513,62773,555,68622,615,74588,681,80949,747,87147,794,93558,867,99399,972,106498,1073,114431,1169,124054,1222,134687,1280,145268,1356
Rwanda,12952218,24670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,7,0,8,0,8,0,17,0,17,0,19,0,36,0,40,0,41,0,50,0,54,0,60,0,70,0,70,0,75,0,82,0,84,0,89,0,102,0,104,0,105,0,105,0,110,0,110,0,118,0,120,0,126,0,127,0,134,0,136,0,138,0,143,0,144,0,147,0,147,0,150,0,153,0,154,0,176,0,183,0,191,0,207,0,212,0,225,0,243,0,249,0,255,0,259,0,261,0
Saint Lucia,183627,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,9,0,9,0,13,0,13,0,13,0,13,0,14,0,14,0,14,0,14,0,14,0,14,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,17,0,17,0,17,0,17,0,18,0,18,0
Saint Vincent and the Grenadines,110940,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,3,0,7,0,7,0,7,0,8,0,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,13,0,13,0,14,0,14,0,14,0,15,0,15,0,16,0,16,0,16,0,16,0,16,0,17,0
San Marino,33931,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,8,0,10,1,16,1,21,1,21,1,23,1,36,1,36,1,51,2,62,2,69,3,80,5,80,5,101,5,109,7,109,7,119,11,119,11,144,14,144,20,175,20,187,20,187,21,208,21,208,21,223,21,224,22,224,22,230,25,236,26,236,26,245,30,245,30,259,32,266,32,266,32,279,34,279,34,333,34,344,34,356,35,356,35,356,35,371,36,372,36,426,38,435,39,455,39,461,39,462,39,476,40,488,40,501,40,513,40,513,40,538,41,538,41,553,41,563,41,569,41,580,41,580,41,582,41,582,41
Saudi Arabia,34813871,2149690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,5,0,5,0,11,0,15,0,20,0,21,0,45,0,86,0,103,0,103,0,118,0,171,0,171,0,274,0,344,0,392,0,511,0,562,0,767,1,900,2,1012,3,1104,3,1203,4,1299,8,1453,8,1563,10,1720,16,1885,21,2039,25,2179,29,2402,34,2605,38,2795,41,2932,41,3287,44,3651,47,4033,52,4462,59,4934,65,5369,73,5862,79,6380,83,7142,87,8274,92,9362,97,10484,103,11631,109,12772,114,13930,121,15102,127,16299,136,17522,139,18811,144,20077,152,21402,157,22753,162,24097,169,25459,176,27011,184,28656,191
Senegal,16743927,192530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,10,0,10,0,24,0,24,0,26,0,31,0,31,0,38,0,47,0,67,0,79,0,86,0,99,0,105,0,119,0,130,0,142,0,162,0,175,0,190,1,195,1,207,1,219,2,222,2,226,2,237,2,244,2,250,2,265,2,278,2,280,2,291,2,299,2,314,2,335,2,342,2,350,3,367,3,377,5,412,5,442,6,479,6,545,7,614,7,671,9,736,9,823,9,882,9,933,9,1024,9,1115,9,1182,9,1271,10
Serbia,8737371,87460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,5,0,12,0,19,0,35,0,46,0,48,0,55,0,65,0,83,0,103,0,135,1,171,1,222,2,249,3,303,3,384,4,384,1,457,1,659,10,741,13,785,16,900,16,1060,28,1171,31,1476,39,1624,44,1908,51,2200,58,2447,61,2666,65,2867,66,3105,71,3380,74,3630,80,4054,85,4465,94,4873,99,5318,103,5690,110,5994,117,6318,122,6630,125,6890,130,7144,134,7276,139,7483,144,7779,151,8042,156,8275,162,8497,168,8724,173,9009,179,9009,179,9362,189,9464,193,9557,197
Seychelles,98347,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,4,0,4,0,6,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,8,0,8,0,8,0,10,0,10,0,10,0,10,0,10,0,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
Singapore,5850342,700,0,0,1,0,3,0,3,0,4,0,5,0,7,0,7,0,10,0,13,0,16,0,18,0,18,0,24,0,28,0,28,0,30,0,33,0,40,0,45,0,47,0,50,0,58,0,67,0,72,0,75,0,77,0,81,0,84,0,84,0,85,0,85,0,89,0,89,0,91,0,93,0,93,0,93,0,102,0,106,0,108,0,110,0,110,0,117,0,130,0,138,0,150,0,150,0,160,0,178,0,178,0,200,0,212,0,226,0,243,0,266,0,313,0,345,0,385,0,432,2,455,2,509,2,558,2,631,2,683,2,732,2,802,2,844,3,879,3,926,3,1000,3,1049,4,1114,5,1189,6,1309,6,1375,6,1481,6,1623,6,1910,6,2108,7,2299,8,2532,8,2918,9,3252,10,3699,10,4427,10,5050,11,5992,11,6588,11,8014,11,9125,11,10141,12,11178,12,12075,12,12693,12,13624,12,14423,14,14951,14,15641,14,16169,15,17101,16,17548,17,18205,18,18778,18
Slovakia,5459642,48088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,3,0,7,0,10,0,16,0,32,0,44,0,54,0,63,0,72,0,105,1,123,1,137,1,178,1,185,0,186,0,204,0,216,0,226,0,269,0,292,0,314,0,336,0,363,0,400,1,426,1,450,1,471,1,485,1,534,2,581,2,682,2,701,2,715,2,728,2,742,2,769,2,835,2,863,6,977,8,1049,9,1089,11,1161,12,1173,13,1199,14,1244,14,1325,15,1360,17,1373,17,1379,18,1381,18,1384,20,1391,22,1396,23,1403,23,1407,24,1408,24,1413,25
Slovenia,2078938,20140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,7,0,16,0,16,0,31,0,57,0,89,0,141,0,181,1,219,1,253,1,275,1,275,1,286,1,341,1,383,1,414,2,442,3,480,4,528,5,562,6,632,9,684,9,730,11,756,11,802,15,841,15,897,17,934,20,977,22,997,28,1021,30,1059,36,1091,40,1124,43,1160,45,1188,50,1205,53,1212,55,1220,56,1248,61,1268,61,1304,66,1317,70,1330,74,1335,77,1344,77,1353,79,1366,79,1373,80,1388,81,1396,82,1402,83,1408,86,1418,89,1429,91,1434,92,1439,94,1439,96,1439,97
Somalia,15893222,627340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,3,0,3,0,3,0,3,0,5,0,5,0,5,0,7,0,7,0,7,0,7,0,8,0,12,1,12,1,21,1,21,1,25,1,60,2,60,2,80,5,80,5,116,6,135,7,164,7,237,8,286,8,286,8,328,16,328,16,390,18,436,23,480,26,528,28,582,28,601,28,601,28,671,31,722,32,756,35
South Africa,59308690,1213090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,3,0,7,0,13,0,17,0,24,0,38,0,51,0,62,0,62,0,116,0,150,0,202,0,240,0,274,0,402,0,554,0,709,0,927,0,1170,1,1187,1,1280,2,1326,3,1353,5,1380,5,1462,5,1505,9,1585,9,1655,11,1686,12,1749,13,1845,18,1934,18,2003,24,2028,25,2173,25,2272,27,2415,27,2506,34,2605,48,2783,50,3034,52,3158,54,3300,58,3465,58,3635,65,3953,75,4220,79,4361,86,4546,87,4793,90,4996,93,5350,103,5647,103,5951,116,6336,123,6783,131,7220,138
Spain,46754778,498800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,6,0,13,0,15,0,32,0,45,0,84,0,120,0,165,1,222,2,259,3,400,5,500,10,673,17,1073,28,1695,35,2277,54,2277,55,5232,133,6391,195,7798,289,9942,342,11748,533,13910,623,17963,830,20410,1043,25374,1375,28768,1772,35136,2311,39885,2808,49515,3647,57786,4365,65719,5138,73235,5982,80110,6803,87956,7716,95923,8464,104118,9387,112065,10348,119199,11198,126168,11947,131646,12641,136675,13341,141942,14045,148220,14792,153222,15447,158273,16081,163027,16606,166831,17209,170099,17756,172541,18056,177644,18708,184948,19315,190839,20002,191726,20043,198674,20453,200210,20852,204178,21282,208389,21717,213024,22157,202990,22524,205905,22902,207634,23190,209465,23521,210773,23822,212917,24275,213435,24543,213435,24543,216582,25100,217466,25264,218011,25428
Sri Lanka,21413249,62710,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,6,0,10,0,18,0,28,0,44,0,51,0,60,0,73,0,77,0,82,0,97,0,102,0,102,0,106,0,106,0,113,1,117,1,122,2,143,2,146,3,151,4,159,4,166,5,176,5,178,5,185,6,189,7,190,7,190,7,198,7,210,7,217,7,233,7,238,7,238,7,244,7,254,7,271,7,304,7,310,7,330,7,368,7,420,7,460,7,523,7,588,7,619,7,649,7,663,7,690,7,705,7,718,7,751,8
Sudan,43849260,1765048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,3,1,3,1,3,1,5,1,6,1,6,2,7,2,7,2,8,2,10,2,10,2,12,2,12,2,14,2,14,2,15,2,17,2,19,2,19,2,29,4,32,5,32,5,32,5,33,6,66,10,66,10,107,12,107,12,140,13,174,16,174,16,213,17,237,21,275,22,318,25,375,28,442,31,533,36,592,41,592,41,678,41
Suriname,586632,156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,5,0,5,0,7,0,8,0,8,0,8,0,8,0,8,0,8,0,9,0,10,0,10,0,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1
Sweden,10099265,410340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,7,0,7,0,12,0,14,0,15,0,21,0,35,0,94,0,101,0,161,0,203,0,248,0,355,0,500,1,599,1,814,1,961,2,1022,3,1103,6,1190,7,1279,10,1439,11,1639,16,1763,20,1934,21,2046,25,2286,36,2526,62,2840,77,3069,105,3447,105,3700,110,4028,146,4435,180,4947,239,5568,308,6131,358,6443,373,6830,401,7206,477,7693,591,8419,687,9141,793,9685,870,10151,887,10483,899,10948,919,11445,1033,11927,1203,12540,1333,13216,1400,13822,1511,14385,1540,14777,1580,15322,1765,16004,1937,16755,2021,17567,2152,18177,2192,18640,2194,18926,2274,19621,2355,20302,2462,21092,2586,21520,2653,22082,2669,22317,2679,22721,2769
